INDEX,S1,S2,S3,S4
74497,-9,-1,15,-14
74498,-12,-6,11,-1
74499,-9,-9,4,8
74500,15,3,-7,5
74501,0,-3,10,13
74502,-14,10,7,-2
74503,8,-10,-7,-4
74504,-8,7,6,13
74505,15,-7,7,-13
74506,-3,11,-3,-5
74507,-5,-1,14,-11
74508,-4,6,2,12
74509,-8,-3,13,2
74510,9,10,-8,6
74511,14,-6,10,9
74512,-9,-12,-5,4
74513,9,-10,14,13
74514,11,8,-14,1
74515,-9,-8,-6,13
74516,0,-9,-10,14
74517,-13,9,-7,9
74518,4,-12,6,-7
74519,-5,-2,-5,-11
74520,-13,6,3,-11
74521,-13,-3,4,-1
74522,4,7,-11,0
74523,14,1,-3,-9
74524,-9,-15,12,1
74525,14,7,-14,2
74526,0,14,-2,0
74527,-15,1,11,2
74528,-5,-10,4,10
74529,-2,-2,14,-4
74530,15,-10,12,9
74531,4,-3,15,-6
74532,8,14,-4,4
74533,8,-12,10,-14
74534,6,8,-9,-8
74535,12,-5,-12,-1
74536,6,-12,8,1
74537,-1,7,5,12
74538,11,14,5,-12
74539,6,4,-11,-13
74540,6,-11,4,5
74541,-6,-11,-14,0
74542,0,13,6,9
74543,-4,-3,1,-6
74544,-14,13,-2,-4
74545,-2,-13,-5,0
74546,-4,6,4,-3
74547,-3,8,-5,-8
74548,-3,14,-13,-7
74549,-10,-13,0,-8
74550,5,-15,3,-3
74551,-12,6,-6,-2
74552,-15,8,-11,-4
74553,0,-1,-6,-9
74554,-3,-5,-6,10
74555,1,5,5,-11
74556,0,-6,7,12
74557,4,-13,-11,8
74558,-12,-3,-4,5
74559,-12,-1,12,9
74560,1,9,3,15
74561,-6,14,-9,-5
74562,2,0,-8,10
74563,10,-11,15,-13
74564,-14,-8,-6,-11
74565,0,-7,-10,-1
74566,-2,-7,-7,5
74567,11,9,-2,2
74568,9,-13,-12,11
74569,13,10,-3,7
74570,1,6,13,-2
74571,5,-1,0,13
74572,-12,5,14,13
74573,11,15,10,0
74574,-8,7,3,-8
74575,-10,14,-15,1
74576,1,13,14,13
74577,-7,-4,8,-14
74578,-14,-10,-9,12
74579,5,10,6,-15
74580,-2,-7,4,-13
74581,-1,5,-3,10
74582,-7,-4,15,-7
74583,11,-15,9,11
74584,11,5,13,14
74585,11,8,7,4
74586,-4,8,4,2
74587,1,-15,-8,10
74588,5,12,14,-4
74589,9,0,4,11
74590,-12,12,-2,-6
74591,-10,-11,-3,15
74592,-3,12,5,11
74593,6,-3,-11,7
74594,8,8,9,0
74595,11,-9,-8,6
74596,-6,-7,4,15
74597,1,-5,-6,3
74598,-12,-6,6,7
74599,0,-11,-2,1
74600,5,10,0,6
74601,-4,6,6,15
74602,7,-5,7,1
74603,-14,-12,-5,-12
74604,4,-11,4,1
74605,4,-4,4,7
74606,-8,-12,2,14
74607,-14,10,14,-8
74608,-9,11,5,14
74609,11,-4,-11,-2
74610,11,-4,11,-14
74611,13,13,2,9
74612,1,-6,-9,-8
74613,10,-3,-7,11
74614,8,-10,13,13
74615,0,-15,-1,0
74616,-6,8,-2,-7
74617,5,-15,6,-11
74618,-15,3,3,-10
74619,-11,13,-5,9
74620,-9,13,11,0
74621,-5,4,7,-11
74622,15,1,-1,3
74623,4,3,1,0
74624,8,-14,7,-14
74625,-1,9,-4,-7
74626,-2,-7,-15,-11
74627,12,-8,-7,4
74628,15,4,6,-7
74629,8,11,13,-13
74630,3,5,-7,-11
74631,-12,-1,-10,-5
74632,12,8,11,-14
74633,-3,-15,-3,-13
74634,-11,6,11,10
74635,1,-13,6,14
74636,-13,-7,-5,15
74637,12,-8,14,6
74638,13,-12,0,15
74639,9,-1,4,-7
74640,-13,9,0,10
74641,-2,15,14,8
74642,1,6,-14,7
74643,-15,-4,9,6
74644,-11,-13,7,-12
74645,13,-8,-6,-2
74646,15,14,-15,-1
74647,4,-8,-1,-10
74648,10,6,3,6
74649,-15,2,3,-5
74650,2,-3,7,-9
74651,7,-13,-13,-9
74652,10,7,-14,11
74653,3,-12,9,-2
74654,11,-2,15,10
74655,10,-12,14,6
74656,9,-9,-4,-12
74657,13,6,4,14
74658,9,-11,6,13
74659,-11,-15,-13,-4
74660,-12,10,-14,2
74661,-10,-11,-1,-8
74662,13,11,7,10
74663,-13,-5,-2,7
74664,-12,-1,14,7
74665,3,-15,-15,10
74666,7,-6,11,2
74667,15,10,-13,5
74668,-2,10,-4,15
74669,-9,-14,-1,2
74670,-9,-2,15,-10
74671,-15,-8,-6,11
74672,-15,-7,3,-9
74673,5,3,4,-11
74674,-12,-10,-3,14
74675,5,-7,2,-2
74676,-5,-15,13,-3
74677,-14,3,-13,8
74678,5,3,4,7
74679,1,-13,0,-6
74680,13,-9,-11,2
74681,8,-4,-1,-7
74682,-5,-3,1,2
74683,10,10,5,10
74684,4,-12,-2,-7
74685,14,4,-3,7
74686,3,8,8,-4
74687,10,11,13,9
74688,-2,-1,-12,-7
74689,3,15,-4,-11
74690,-5,-15,-10,4
74691,5,11,-8,4
74692,-6,-10,10,6
74693,1,10,14,10
74694,-10,-10,14,8
74695,14,-13,-12,10
74696,-10,4,15,-7
74697,-12,-12,13,5
74698,-8,15,9,-4
74699,-13,6,10,-4
74700,1,1,-5,15
74701,0,3,-15,7
74702,4,2,4,8
74703,5,-1,2,7
74704,-14,10,-15,6
74705,-10,-15,8,-2
74706,-1,-4,15,-3
74707,-9,9,11,13
74708,-3,6,3,8
74709,4,-12,-12,-12
74710,-12,11,-12,-11
74711,14,9,4,-3
74712,2,2,12,-13
74713,8,-3,15,5
74714,0,-2,-8,-9
74715,0,-8,0,6
74716,12,13,12,-3
74717,9,-9,9,-7
74718,-10,-13,5,-9
74719,-6,4,10,1
74720,-5,1,3,14
74721,-11,15,14,-15
74722,-14,6,-6,-1
74723,2,-2,13,10
74724,-6,7,13,8
74725,-7,-4,6,-15
74726,-12,-14,6,-15
74727,7,-1,-6,-11
74728,7,14,-7,-2
74729,-14,15,6,-6
74730,7,1,-3,-13
74731,-9,6,-14,-9
74732,13,-6,8,1
74733,-10,-1,15,8
74734,-9,6,11,-12
74735,7,-3,3,-7
74736,15,-10,8,14
74737,10,-15,-11,0
74738,14,-10,-9,8
74739,5,3,7,3
74740,-11,-13,13,1
74741,6,4,-12,-8
74742,13,-5,9,-1
74743,1,-5,5,7
74744,-14,-10,-9,7
74745,9,0,-9,15
74746,-11,10,15,-6
74747,-6,7,-4,3
74748,6,12,2,0
74749,-4,3,-15,-3
74750,9,13,9,1
74751,-10,2,-3,5
74752,-14,9,-11,-3
74753,9,-4,3,3
74754,-9,5,0,9
74755,14,-5,3,-14
74756,-1,2,-2,5
74757,2,2,7,-12
74758,15,-6,11,12
74759,-6,-1,4,6
74760,-4,8,-7,-3
74761,-6,9,-14,14
74762,7,11,-7,-3
74763,14,7,-6,-14
74764,5,-9,10,8
74765,-3,-4,15,-15
74766,-6,-15,-6,8
74767,9,-9,-12,11
74768,14,-4,-11,-9
74769,13,8,-3,-8
74770,15,1,-5,8
74771,-8,-12,-3,-4
74772,-1,3,6,-2
74773,-8,12,-12,-12
74774,-5,15,-3,12
74775,9,-6,6,-5
74776,-1,-12,7,-10
74777,-7,7,-14,6
74778,-11,-11,-6,-15
74779,-3,-12,7,-4
74780,3,7,-1,-5
74781,3,4,-3,15
74782,-8,0,4,13
74783,7,2,-11,1
74784,1,-2,12,-10
74785,-9,4,4,13
74786,-1,-10,2,5
74787,3,-1,11,-5
74788,-13,6,12,0
74789,-4,-14,-3,-11
74790,-13,5,14,-5
74791,-9,15,13,12
74792,-14,8,6,3
74793,-13,8,-7,3
74794,14,-7,4,4
74795,-4,-10,4,-14
74796,-13,-8,13,0
74797,-3,14,6,10
74798,-5,3,11,-5
74799,13,14,12,0
74800,12,-2,4,5
74801,6,-10,1,-7
74802,13,3,6,3
74803,-8,-4,-13,0
74804,7,-3,6,12
74805,1,-2,1,-5
74806,14,5,-8,3
74807,-4,1,-6,5
74808,7,-9,-1,4
74809,-12,-4,-15,-6
74810,-1,-15,9,-6
74811,8,14,13,-10
74812,-4,5,1,-10
74813,-12,-15,12,6
74814,-2,-7,-4,10
74815,-4,-1,-10,9
74816,10,-13,-2,9
74817,5,-15,6,4
74818,13,-8,7,-14
74819,12,1,6,-15
74820,9,-15,13,-4
74821,7,-7,-13,9
74822,-15,-4,2,11
74823,-1,-13,7,4
74824,-14,-15,13,7
74825,-4,13,8,-1
74826,-3,-14,0,-5
74827,15,0,0,11
74828,-10,13,-4,11
74829,5,-12,7,10
74830,7,9,14,-3
74831,-8,10,-11,3
74832,8,-14,12,-15
74833,3,-6,11,14
74834,7,6,6,1
74835,5,8,-7,-4
74836,0,14,11,13
74837,0,-5,2,12
74838,7,11,11,-2
74839,9,-15,-14,-12
74840,-2,6,3,3
74841,-6,1,10,3
74842,-5,-13,14,1
74843,4,12,6,-4
74844,4,-2,0,4
74845,-12,-10,-10,15
74846,2,13,10,-15
74847,-7,12,8,10
74848,-1,6,-14,2
74849,8,2,7,-4
74850,14,13,3,5
74851,13,-8,6,1
74852,11,0,-3,-3
74853,-12,-8,15,10
74854,5,-4,3,-15
74855,-4,15,-11,-7
74856,10,1,5,11
74857,4,-15,9,-2
74858,-3,-7,9,-2
74859,12,-12,-3,-14
74860,-10,-8,10,3
74861,5,-4,-14,-7
74862,12,-10,-10,4
74863,-3,-10,-1,-9
74864,3,9,11,-11
74865,-1,-3,-14,-5
74866,-3,9,-4,12
74867,-9,1,4,10
74868,-3,-10,5,10
74869,9,14,-10,-10
74870,2,3,-1,-11
74871,-12,5,-1,15
74872,1,-8,9,-5
74873,-7,-14,4,6
74874,-3,12,-11,2
74875,0,0,-13,2
74876,3,-15,-3,-12
74877,8,1,-13,-15
74878,-14,-8,10,-14
74879,5,-12,-14,-1
74880,-10,-9,-11,-4
74881,14,6,-5,10
74882,0,-3,-12,-8
74883,-1,4,-5,5
74884,14,-15,-10,9
74885,0,7,9,14
74886,-6,-14,3,9
74887,-12,3,-14,-10
74888,-13,11,15,-9
74889,15,0,10,15
74890,1,-4,-2,-12
74891,1,-11,-5,-11
74892,-11,1,-10,3
74893,-5,-2,-3,-7
74894,-3,14,8,1
74895,-6,-11,9,6
74896,12,11,3,13
74897,2,7,11,-9
74898,9,-9,-5,-8
74899,-8,-8,4,-12
74900,-1,-10,-5,5
74901,3,-2,11,15
74902,5,5,2,8
74903,10,9,-2,-14
74904,0,10,8,0
74905,-5,-14,1,11
74906,-13,9,-13,9
74907,-7,10,-4,4
74908,-15,6,8,6
74909,6,-12,3,4
74910,8,4,10,-8
74911,8,-4,11,-2
74912,11,-11,7,-10
74913,13,7,1,-14
74914,-6,-6,-10,-1
74915,-8,-4,11,-4
74916,1,13,6,12
74917,-9,-7,14,5
74918,-12,-6,3,-1
74919,10,-7,-1,-14
74920,15,-12,0,-8
74921,5,-1,4,9
74922,2,-8,-4,13
74923,13,2,2,-10
74924,-7,-15,-12,5
74925,4,-7,10,6
74926,1,9,9,-9
74927,0,-5,-12,0
74928,-13,-9,10,7
74929,-12,-14,-4,-1
74930,-1,-14,6,-1
74931,-8,-8,-4,-6
74932,9,12,2,14
74933,-2,8,7,-3
74934,15,-9,4,5
74935,3,5,-9,0
74936,2,13,8,-1
74937,-2,0,-8,-15
74938,-1,-12,8,-3
74939,-2,-4,-4,-6
74940,-7,2,-12,-13
74941,11,-2,1,-8
74942,11,3,5,-3
74943,13,2,13,3
74944,5,-12,-2,2
74945,-12,7,-5,15
74946,-6,4,-13,-15
74947,-13,8,-9,9
74948,-13,-4,-10,9
74949,-8,-2,-15,-2
74950,6,-13,-14,0
74951,14,9,-2,-5
74952,-14,-9,-15,-14
74953,-12,-15,-14,14
74954,-1,-12,9,-2
74955,-14,3,7,-8
74956,-10,5,1,-13
74957,-3,5,4,6
74958,14,10,9,-1
74959,8,0,-14,-1
74960,1,-3,-14,1
74961,12,-6,-5,5
74962,6,1,14,5
74963,9,2,-6,11
74964,4,-3,-11,0
74965,-4,-10,-5,15
74966,-14,-3,-9,-10
74967,-5,-12,1,-13
74968,-6,4,-10,-2
74969,12,10,6,11
74970,4,-13,9,-14
74971,3,-9,7,6
74972,-15,4,14,-12
74973,13,-8,-9,5
74974,-9,-6,-10,-8
74975,13,-11,-7,-9
74976,-4,-5,-14,12
74977,-1,14,-10,-11
74978,-15,2,-7,5
74979,-8,0,7,5
74980,-4,-15,7,2
74981,-4,-7,-13,9
74982,5,3,-5,-9
74983,4,7,11,9
74984,4,-14,-13,-7
74985,-8,9,6,15
74986,1,-5,15,-3
74987,-12,6,-6,14
74988,-4,-11,-12,2
74989,-14,13,12,10
74990,2,-5,3,-6
74991,-9,-13,6,1
74992,5,5,10,15
74993,11,11,6,-4
74994,-13,5,-4,-9
74995,13,-13,-3,13
74996,-2,-1,-10,-4
74997,5,-6,10,0
74998,8,2,10,-7
74999,2,-11,-8,-1
75000,-14,11,1,-11
75001,12,6,2,11
75002,-14,-10,5,13
75003,8,-4,1,13
75004,-13,4,-6,1
75005,-13,7,-7,-13
75006,-13,-2,-2,8
75007,5,-5,5,-13
75008,-5,8,-6,-7
75009,11,9,-15,10
75010,12,7,-3,4
75011,14,3,14,8
75012,-9,6,7,4
75013,14,-1,8,-7
75014,-11,-1,13,-12
75015,1,10,6,-5
75016,12,2,14,-15
75017,-6,-10,15,13
75018,-3,3,14,4
75019,0,13,1,-10
75020,9,0,15,4
75021,14,6,5,8
75022,14,-7,6,1
75023,-8,-2,2,8
75024,0,10,3,-2
75025,-4,3,15,6
75026,13,15,10,-8
75027,-10,0,1,-10
75028,-11,-7,5,-3
75029,-6,1,1,11
75030,5,1,3,-9
75031,-12,14,3,12
75032,13,-14,-2,14
75033,10,-15,-5,1
75034,-5,-3,14,-14
75035,-11,2,0,-11
75036,7,-12,6,7
75037,-15,-9,10,0
75038,2,3,-12,-13
75039,2,-6,-1,12
75040,-4,8,-13,-7
75041,-10,10,-10,9
75042,7,0,-1,4
75043,7,-13,-15,10
75044,-4,14,-9,-3
75045,10,0,-4,2
75046,5,-2,-4,9
75047,-5,10,3,13
75048,5,-1,-2,15
75049,8,8,2,-7
75050,12,12,14,12
75051,-5,-14,8,-13
75052,14,14,1,-3
75053,-9,-4,-3,15
75054,1,4,9,6
75055,-7,-10,-14,1
75056,14,0,10,-15
75057,7,-2,8,-1
75058,-12,6,-15,-2
75059,14,1,-4,5
75060,1,-7,-3,11
75061,5,-14,-14,-12
75062,5,6,-12,11
75063,3,-2,1,11
75064,5,-8,-5,-13
75065,8,8,5,-2
75066,-10,13,11,5
75067,-11,-5,3,-11
75068,-6,-7,15,3
75069,3,-14,4,9
75070,10,-14,14,-1
75071,-15,15,-8,-13
75072,11,6,12,13
75073,12,-6,11,5
75074,-3,-4,-3,15
75075,12,-5,2,-9
75076,-14,10,-14,1
75077,-5,8,-5,2
75078,13,-3,-10,14
75079,9,10,13,8
75080,-10,-4,-5,-2
75081,-11,1,15,7
75082,7,-7,0,3
75083,9,6,-6,1
75084,2,-3,12,-12
75085,-2,11,15,5
75086,1,-5,-14,-14
75087,1,-10,6,10
75088,-8,10,4,-15
75089,-13,4,-14,-2
75090,-15,6,5,-5
75091,0,-1,4,-11
75092,-12,2,10,-4
75093,15,-10,12,-1
75094,-12,-10,13,14
75095,8,5,-10,1
75096,7,3,5,12
75097,-9,-8,-13,-6
75098,-7,7,12,6
75099,11,0,2,14
75100,-4,-4,-10,-15
75101,2,15,-10,-12
75102,10,13,-3,10
75103,-6,5,10,-9
75104,2,-9,-7,6
75105,-4,7,-1,-5
75106,-9,3,15,-15
75107,3,-6,12,3
75108,2,0,9,1
75109,4,-2,6,-4
75110,2,11,13,-4
75111,9,-1,-5,-1
75112,3,7,14,8
75113,6,-12,-8,-4
75114,11,-13,7,10
75115,0,9,11,-15
75116,-7,-13,5,11
75117,0,-3,-3,-7
75118,-8,-4,-3,5
75119,-12,6,-13,4
75120,-10,4,3,-3
75121,2,-14,-4,-15
75122,12,-12,8,-14
75123,-11,-1,-5,1
75124,-9,-10,9,13
75125,12,3,-9,-9
75126,6,-14,3,-2
75127,10,-2,13,-3
75128,11,-4,-6,-15
75129,11,-1,8,7
75130,7,0,-12,-5
75131,-7,10,-5,11
75132,-1,10,-9,-11
75133,-11,14,-11,10
75134,6,15,-5,-7
75135,13,2,-13,2
75136,4,10,4,-11
75137,9,0,15,1
75138,13,10,10,15
75139,-2,-11,-10,-5
75140,11,-12,4,-5
75141,-7,-2,8,-9
75142,-14,6,6,-10
75143,3,-9,9,-11
75144,-5,-6,-1,13
75145,5,5,0,6
75146,-4,-2,-8,-3
75147,11,11,3,7
75148,10,2,-4,6
75149,-9,-6,-12,15
75150,12,-15,-8,-4
75151,10,-1,-13,-6
75152,12,3,-12,7
75153,4,-1,6,0
75154,7,4,-5,3
75155,12,10,9,-5
75156,1,-14,-5,-15
75157,6,3,1,-4
75158,2,-9,3,-11
75159,-6,-7,-15,8
75160,9,-10,-2,-13
75161,7,6,-10,-1
75162,-4,3,2,1
75163,-1,8,12,-11
75164,11,-13,-11,1
75165,-2,-5,-10,-2
75166,0,3,-15,4
75167,-12,-5,-14,-9
75168,-7,7,9,-7
75169,-4,-6,4,4
75170,-7,7,1,-14
75171,4,13,-15,2
75172,12,8,-10,8
75173,-10,15,-1,4
75174,12,8,12,-4
75175,-10,11,-10,10
75176,12,3,-14,-10
75177,9,-13,-9,14
75178,-11,-8,5,-10
75179,2,15,-2,4
75180,-9,6,1,12
75181,4,-12,-15,-3
75182,9,1,14,-2
75183,8,-9,-11,-12
75184,-2,10,4,-8
75185,-12,2,9,-13
75186,-10,2,-9,-11
75187,11,-12,7,-12
75188,-15,10,9,-3
75189,8,-7,8,9
75190,-7,3,-15,1
75191,13,1,15,4
75192,-1,-12,-10,-6
75193,-11,14,15,10
75194,-3,-3,11,5
75195,5,9,5,-5
75196,15,9,-3,-9
75197,-14,4,2,15
75198,-14,-13,-6,-1
75199,-11,-1,9,-10
75200,-5,-13,-2,0
75201,10,3,11,-1
75202,-5,9,-3,-15
75203,2,13,-6,-7
75204,15,11,-3,11
75205,-15,-11,14,15
75206,0,4,-13,-11
75207,-6,-6,-4,7
75208,-14,11,-13,-4
75209,9,1,14,-15
75210,13,-2,-6,-10
75211,12,-10,-12,5
75212,8,15,-15,10
75213,12,9,13,3
75214,-6,-2,-6,15
75215,-12,6,-2,12
75216,-1,-12,-8,7
75217,2,13,6,4
75218,0,-11,9,-11
75219,3,1,-11,12
75220,12,-7,0,6
75221,13,6,14,2
75222,15,-6,-3,0
75223,-4,3,8,5
75224,14,4,12,14
75225,-5,8,6,8
75226,4,-12,0,-14
75227,-12,-6,8,11
75228,-4,5,11,6
75229,0,7,10,8
75230,4,-12,8,8
75231,10,2,-3,15
75232,-8,1,-15,-13
75233,15,15,-3,-5
75234,-9,12,-5,2
75235,0,6,-4,-9
75236,-2,5,-8,-9
75237,14,-10,-5,10
75238,-11,15,-1,-3
75239,-3,-13,7,-4
75240,-3,10,12,13
75241,8,-10,-15,0
75242,12,9,13,-14
75243,15,4,-8,3
75244,2,-9,-10,2
75245,4,-12,-14,13
75246,-14,-7,11,13
75247,-13,-12,-14,6
75248,-14,-8,13,12
75249,-7,12,13,-1
75250,0,-11,3,-11
75251,-7,11,1,14
75252,15,15,-5,-10
75253,-2,-4,-5,15
75254,10,2,-8,0
75255,2,11,-1,-2
75256,1,-6,9,-9
75257,-5,-2,-4,-1
75258,-2,13,3,-15
75259,13,-11,4,-15
75260,-12,11,-9,-7
75261,-3,6,-6,4
75262,-15,-4,-15,-5
75263,10,-1,0,-4
75264,-9,-2,15,-2
75265,-5,-10,-14,5
75266,2,-4,-9,7
75267,10,3,-4,-1
75268,-15,-13,12,13
75269,-10,-7,-1,11
75270,3,2,8,8
75271,-10,-13,1,1
75272,-8,9,-9,12
75273,-7,-3,6,8
75274,8,-9,3,-14
75275,7,-6,5,7
75276,-6,0,-10,7
75277,10,-1,12,-15
75278,14,-4,11,5
75279,-12,-7,11,12
75280,-11,-12,11,0
75281,10,11,-6,6
75282,-10,7,5,-8
75283,-8,-8,0,-7
75284,-3,-5,12,-5
75285,9,3,1,-6
75286,-2,-7,-11,7
75287,5,-2,4,7
75288,2,11,8,8
75289,-6,14,-10,10
75290,-1,-11,-7,-7
75291,-9,10,5,2
75292,-12,4,-1,-9
75293,-14,8,-14,-15
75294,13,14,-1,0
75295,-6,-10,-5,-12
75296,-7,-10,-8,8
75297,-2,1,2,-3
75298,12,-9,2,2
75299,-9,-13,-1,-10
75300,-10,12,14,-12
75301,-5,9,7,-12
75302,6,-6,6,9
75303,1,-5,-8,1
75304,-8,15,-2,4
75305,-7,-4,14,0
75306,15,-10,-3,10
75307,-14,10,-10,-6
75308,10,-11,2,0
75309,-15,-13,-2,2
75310,-5,14,14,11
75311,12,-12,5,6
75312,-1,-1,6,0
75313,-1,-12,-3,-4
75314,14,6,12,2
75315,12,-1,-13,4
75316,10,-14,1,8
75317,-12,3,-9,1
75318,-2,-5,0,14
75319,-5,-8,2,-10
75320,1,0,11,9
75321,8,7,-13,-2
75322,-6,-12,8,-5
75323,-2,6,1,9
75324,7,4,-14,15
75325,13,-6,-5,-1
75326,-3,-8,-5,-14
75327,3,15,-5,-14
75328,-13,6,10,8
75329,3,-5,-7,-9
75330,7,11,7,9
75331,-7,10,11,7
75332,4,15,4,1
75333,13,-4,-13,-10
75334,9,9,-4,10
75335,3,-12,-12,8
75336,10,-15,6,-13
75337,15,5,-6,11
75338,8,14,1,3
75339,11,9,6,7
75340,-6,-5,-11,-9
75341,7,-11,-10,11
75342,2,8,-10,7
75343,10,1,-13,-1
75344,12,-10,2,-7
75345,-9,-2,-4,7
75346,-3,-10,1,-4
75347,-11,0,14,-11
75348,-3,15,-13,14
75349,1,-5,7,2
75350,15,7,-15,-10
75351,-14,13,-4,12
75352,-9,-6,13,-7
75353,13,-15,13,-14
75354,-6,12,-2,9
75355,-5,12,-14,-9
75356,-14,7,7,-13
75357,-4,15,-7,1
75358,2,-15,-3,-7
75359,-11,-8,-9,-13
75360,7,-10,-6,-2
75361,-7,-7,-12,8
75362,-4,-12,15,-14
75363,-6,12,-3,1
75364,6,14,14,-9
75365,15,-13,-3,4
75366,-3,12,5,-6
75367,-12,-7,-2,10
75368,0,-2,1,6
75369,1,-7,5,-9
75370,-11,-10,2,8
75371,-15,-3,-6,5
75372,-2,-5,0,3
75373,10,13,3,15
75374,-15,3,4,-11
75375,-6,13,-4,-3
75376,3,-5,12,-13
75377,-14,6,7,12
75378,-8,5,-7,2
75379,3,-3,12,4
75380,-15,-8,-13,2
75381,14,7,2,-5
75382,1,0,-2,-9
75383,-5,-11,-14,12
75384,5,-4,3,11
75385,-9,9,0,-13
75386,-10,6,7,2
75387,-15,-3,10,15
75388,-6,4,3,-11
75389,0,14,-10,-9
75390,15,-10,-3,0
75391,0,-14,12,-8
75392,3,-7,-1,-8
75393,-5,14,-6,-10
75394,-9,-12,12,-12
75395,-15,-10,14,13
75396,10,-3,-1,-5
75397,-7,-14,11,-5
75398,-1,10,6,-12
75399,-2,12,13,-13
75400,5,-8,9,6
75401,14,-9,-4,12
75402,7,-10,5,11
75403,-4,-6,13,-10
75404,4,-3,-7,-2
75405,-14,-4,2,10
75406,12,-14,-10,-5
75407,-13,1,-12,12
75408,5,-6,-9,-5
75409,9,-7,4,12
75410,-2,-13,3,-2
75411,-3,1,4,-2
75412,14,-14,-1,-5
75413,0,2,6,3
75414,-3,0,0,-15
75415,12,-4,-10,14
75416,8,12,1,4
75417,9,9,3,-12
75418,-1,15,-7,9
75419,13,4,2,-5
75420,-14,15,3,-9
75421,-6,-13,7,-8
75422,-4,14,10,-7
75423,13,-12,-2,4
75424,-8,13,2,-6
75425,12,7,-5,-7
75426,-7,9,-4,14
75427,13,14,10,-8
75428,6,-3,-2,15
75429,3,-15,14,-8
75430,12,-13,9,7
75431,-15,-3,15,9
75432,14,2,4,4
75433,-3,-6,-6,-5
75434,1,-7,-4,1
75435,2,-4,0,2
75436,-15,8,-10,-3
75437,13,10,-10,-15
75438,5,-12,7,-2
75439,-8,-3,8,4
75440,9,-9,9,-1
75441,-6,11,-11,12
75442,-10,8,-13,-7
75443,-3,-3,-3,8
75444,8,8,-12,2
75445,3,-9,-4,-6
75446,11,-8,-13,-15
75447,-4,1,-9,13
75448,9,-7,7,-11
75449,-8,-9,0,-2
75450,1,6,14,2
75451,-3,9,-3,-1
75452,12,4,-11,4
75453,9,14,10,3
75454,2,8,11,-1
75455,8,-6,0,10
75456,3,5,9,-14
75457,-10,14,-9,7
75458,-7,-9,6,10
75459,-3,9,-1,9
75460,-9,-9,-7,-9
75461,-4,-15,-10,1
75462,11,-5,-5,3
75463,7,4,8,-14
75464,-5,-3,-7,15
75465,14,15,-14,-11
75466,9,-3,5,13
75467,-3,-11,8,1
75468,-15,-9,13,-11
75469,-4,-5,0,15
75470,4,1,-2,11
75471,9,13,-6,-4
75472,-10,-6,-12,-2
75473,-13,5,-8,-14
75474,-4,9,10,6
75475,-6,-3,7,4
75476,-2,-5,-14,-7
75477,3,1,-1,-12
75478,-10,-4,-2,12
75479,-15,-1,13,2
75480,-12,5,-5,-12
75481,1,5,6,11
75482,-5,-4,-10,0
75483,8,5,9,-10
75484,-12,5,9,-14
75485,13,-15,-5,-2
75486,0,10,-15,7
75487,14,-8,6,-4
75488,13,-3,0,5
75489,5,-12,-13,-7
75490,14,8,5,-5
75491,6,0,1,-6
75492,11,-10,-4,1
75493,-3,-12,-15,6
75494,-1,-3,10,0
75495,11,-13,3,15
75496,-13,-12,4,-10
75497,8,-14,-4,-4
75498,-9,-11,6,14
75499,-2,13,7,11
75500,-9,-7,5,-13
75501,-5,8,-1,2
75502,0,9,0,-6
75503,13,5,-14,-10
75504,-9,-9,-5,9
75505,-9,-3,-9,-12
75506,12,7,-3,14
75507,-5,8,-13,0
75508,3,-13,-6,7
75509,-9,-3,4,-4
75510,-13,4,-10,-6
75511,-11,6,2,-14
75512,15,11,-1,12
75513,9,9,-9,-15
75514,-10,14,-1,4
75515,-10,9,3,5
75516,-8,5,10,-5
75517,-7,12,15,-1
75518,4,5,-13,-5
75519,-1,-1,7,7
75520,-8,-3,11,-13
75521,-9,-9,-15,3
75522,1,11,4,-10
75523,8,9,-1,12
75524,-4,-8,-12,10
75525,10,14,7,4
75526,8,-11,3,8
75527,14,7,7,1
75528,11,-14,14,3
75529,13,-12,-3,3
75530,12,-6,-15,-12
75531,13,-1,-4,-14
75532,-15,-10,-7,1
75533,-1,-7,4,12
75534,10,-15,12,-12
75535,-5,-11,10,-7
75536,-4,5,-2,-5
75537,15,-12,-1,15
75538,-3,10,13,-2
75539,7,-13,-13,5
75540,-5,-9,-1,-2
75541,-7,-5,-9,-10
75542,12,-1,7,0
75543,-14,11,14,-12
75544,-8,-4,-8,8
75545,-14,-8,-2,6
75546,4,0,-13,8
75547,-10,-5,9,-2
75548,0,1,15,-1
75549,-2,10,8,-1
75550,15,-10,2,2
75551,12,-15,15,6
75552,4,2,12,-10
75553,-8,11,-6,-6
75554,-14,6,14,-13
75555,-14,-8,0,9
75556,-1,-11,-11,1
75557,0,-9,-5,-15
75558,7,-7,15,12
75559,5,-6,2,10
75560,14,-7,-3,0
75561,6,8,15,12
75562,-3,3,-15,-6
75563,-9,-9,-15,1
75564,-8,6,0,12
75565,2,-4,-4,2
75566,-5,-10,-1,-7
75567,-3,8,8,-10
75568,-4,-11,7,-7
75569,-12,-6,-15,7
75570,6,11,-6,3
75571,-9,1,14,-13
75572,13,-10,5,-11
75573,6,11,-14,-8
75574,-11,4,-13,2
75575,3,-1,-9,-2
75576,1,-14,-3,-2
75577,11,-10,2,0
75578,13,-7,-11,10
